State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,N,P,K,PH,TEM,,,,
Gujarat,RAJKOT,2007,Kharif     ,Cotton(lint),281800,1487300,112.9779023,48.73255508,199.2266771,5.760963475,26.67226365,,,,
Gujarat,RAJKOT,2008,Kharif     ,Cotton(lint),245000,1122600,120.1319196,41.65284382,200.4947205,5.850194707,26.59000433,,,,
Gujarat,RAJKOT,2009,Kharif     ,Cotton(lint),287200,1265600,117.3249804,46.88200474,200.5112199,6.129344502,25.26616823,,,,
Gujarat,RAJKOT,2010,Kharif     ,Cotton(lint),356900,1657900,111.160443,46.62810729,198.7399502,5.564023256,22.57846525,,,,
Gujarat,RAJKOT,2011,Kharif     ,Cotton(lint),387100,1823100,110.6811814,41.09128723,199.5129501,5.803706189,26.10630525,,,,
Gujarat,RAJKOT,2012,Kharif     ,Cotton(lint),306300,488900,133.7661321,44.9626754,198.0146389,5.947991499,27.66337709,,,,
Gujarat,SABAR KANTHA,1997,Whole Year ,Cotton(lint),23900,56400,112.2025073,41.13306033,199.1190313,5.993527501,24.11061494,,,,
Gujarat,SABAR KANTHA,1998,Kharif     ,Cotton(lint),35400,95000,110.0561168,44.13656567,198.4846241,5.84633066,24.99282965,,,,
Gujarat,SABAR KANTHA,1999,Kharif     ,Cotton(lint),34800,51500,130.1298073,49.06163455,198.5205111,5.860220655,26.65647658,,,,
Gujarat,SABAR KANTHA,2000,Kharif     ,Cotton(lint),34700,39300,104.8560804,46.64782168,199.2547459,5.414704857,25.1892718,,,,
Gujarat,SABAR KANTHA,2001,Kharif     ,Cotton(lint),35100,51700,135.3382045,45.13692108,198.6975523,5.556801947,26.03833291,,,,
Gujarat,SABAR KANTHA,2002,Kharif     ,Cotton(lint),31200,29100,128.6811828,47.27644286,198.2514247,5.939295567,23.28660137,,,,
Gujarat,SABAR KANTHA,2003,Kharif     ,Cotton(lint),37700,140100,94.67105411,43.01229459,199.3048636,6.045450149,24.13732346,,,,
Gujarat,SABAR KANTHA,2004,Kharif     ,Cotton(lint),86100,293200,110.1767605,50.61361178,197.6808889,5.353084577,25.10138662,,,,
Gujarat,SABAR KANTHA,2005,Kharif     ,Cotton(lint),71300,321300,116.9179335,48.12040234,197.7830912,6.079796993,23.49017095,,,,
Gujarat,SABAR KANTHA,2006,Kharif     ,Cotton(lint),93300,213500,107.0188627,48.75759822,198.4505232,5.882952681,26.93699208,,,,
Gujarat,SABAR KANTHA,2007,Kharif     ,Cotton(lint),101100,301900,113.4136414,45.73889183,199.7358156,5.850484105,24.66856544,,,,
Gujarat,SABAR KANTHA,2008,Kharif     ,Cotton(lint),110100,361600,106.0772669,44.30925372,197.713771,5.874399062,24.63008242,,,,
Gujarat,SABAR KANTHA,2009,Kharif     ,Cotton(lint),112500,297500,121.9837573,50.29667329,200.6677788,5.611396995,24.58364221,,,,
Gujarat,SABAR KANTHA,2010,Kharif     ,Cotton(lint),107100,346800,112.9681198,44.45219004,199.8701638,5.671819141,21.25687268,,,,
Gujarat,SABAR KANTHA,2011,Kharif     ,Cotton(lint),156600,489500,132.782962,44.51560489,199.3547603,5.753321775,19.33469615,,,,
Gujarat,SABAR KANTHA,2012,Kharif     ,Cotton(lint),138300,396000,112.5308661,43.89152422,197.9868748,6.094991974,25.228598,,,,
Gujarat,SURAT,1997,Whole Year ,Cotton(lint),5000,13000,108.8146998,44.26450948,200.2899839,6.028696866,25.68845432,,,,
Gujarat,SURAT,1998,Kharif     ,Cotton(lint),2700,7600,117.7079886,47.14320111,198.2604648,5.704551761,26.08268289,,,,
Gujarat,SURAT,1999,Kharif     ,Cotton(lint),3800,5800,114.3912342,44.94092456,199.3606439,5.682265135,23.12142123,,,,
Gujarat,SURAT,2000,Kharif     ,Cotton(lint),4400,4400,120.2395226,45.6243062,198.4037846,5.953175544,25.63338322,,,,
Gujarat,SURAT,2001,Kharif     ,Cotton(lint),3100,3200,117.5962007,46.83143953,196.964128,5.297507665,22.03257436,,,,
Gujarat,SURAT,2002,Kharif     ,Cotton(lint),6600,5700,119.4448487,44.4674204,198.8009245,5.549834466,24.79465144,,,,
Gujarat,SURAT,2003,Kharif     ,Cotton(lint),4200,9900,114.1065038,47.52572417,198.1298828,5.982281139,24.72660058,,,,
Gujarat,SURAT,2004,Kharif     ,Cotton(lint),7000,18000,122.6147934,41.94390585,197.1826919,5.736392563,28.90331378,,,,
Gujarat,SURAT,2005,Kharif     ,Cotton(lint),5500,18100,127.2283967,42.04408823,196.7807535,5.950150951,24.35518895,,,,
Gujarat,SURAT,2006,Kharif     ,Cotton(lint),6600,15500,105.99998,44.61252501,198.6505265,5.809127683,24.71654755,,,,
Gujarat,SURAT,2007,Kharif     ,Cotton(lint),6800,21800,101.5181369,46.96005606,197.4495695,5.516492199,23.05238623,,,,
Gujarat,SURAT,2008,Kharif     ,Cotton(lint),3400,8600,109.03164,44.70648288,199.0514159,5.698948972,25.16882815,,,,
Gujarat,SURAT,2009,Kharif     ,Cotton(lint),800,2800,118.4588652,48.45587337,199.1978344,5.752240114,23.20878291,,,,
Gujarat,SURAT,2010,Kharif     ,Cotton(lint),1300,4000,112.2950956,45.23310346,197.9081919,5.83155901,23.82829099,,,,
Gujarat,SURAT,2011,Kharif     ,Cotton(lint),9000,33800,113.8353898,49.33469448,199.9369059,5.817219644,23.6649373,,,,
Gujarat,SURAT,2012,Kharif     ,Cotton(lint),3800,7900,120.3782868,49.98900712,198.4222381,5.678480659,24.79511585,,,,
Gujarat,SURENDRANAGAR,1997,Whole Year ,Cotton(lint),398200,700000,110.0241921,50.94701973,198.7876279,5.716635387,28.66569818,,,,
Gujarat,SURENDRANAGAR,1998,Kharif     ,Cotton(lint),409000,775500,116.5267276,48.718547,197.1116063,5.753343671,23.73305662,,,,
Gujarat,SURENDRANAGAR,1999,Kharif     ,Cotton(lint),376800,408400,102.6507029,49.07991565,198.4217766,5.537740227,24.70113602,,,,
Gujarat,SURENDRANAGAR,2000,Kharif     ,Cotton(lint),377500,181300,106.8347268,49.53358285,198.6488053,5.670750716,25.31950828,,,,
Gujarat,SURENDRANAGAR,2001,Kharif     ,Cotton(lint),423200,396100,117.85026,38.87904595,198.2396116,5.895077902,22.03366324,,,,
Gujarat,SURENDRANAGAR,2002,Kharif     ,Cotton(lint),420100,254000,115.279979,46.25517547,197.6008621,5.753347006,26.25724172,,,,
Gujarat,SURENDRANAGAR,2003,Kharif     ,Cotton(lint),384500,612500,112.9049811,48.4452623,198.1797542,5.635222661,28.66914233,,,,
Gujarat,SURENDRANAGAR,2004,Kharif     ,Cotton(lint),407100,976000,105.3686344,43.183505,196.9822037,5.815402601,26.4634188,,,,
Gujarat,SURENDRANAGAR,2005,Kharif     ,Cotton(lint),422600,983300,118.9457309,47.0727079,199.7033326,5.929138201,25.71133844,,,,
Gujarat,SURENDRANAGAR,2006,Kharif     ,Cotton(lint),434100,1076500,98.61802555,46.77112517,197.9871754,5.893275061,27.59335921,,,,
Gujarat,SURENDRANAGAR,2007,Kharif     ,Cotton(lint),448200,1169900,121.174223,49.10457678,198.0703132,5.615285718,26.24286448,,,,
Gujarat,SURENDRANAGAR,2008,Kharif     ,Cotton(lint),448700,830300,117.0598523,48.88524701,198.9235293,5.878376914,26.02331235,,,,
Gujarat,SURENDRANAGAR,2009,Kharif     ,Cotton(lint),455800,1026000,108.2364177,41.32902257,197.8559989,5.765196916,24.74401909,,,,
Gujarat,SURENDRANAGAR,2010,Kharif     ,Cotton(lint),499100,1620400,112.2405502,44.91089579,196.8440208,5.838359468,25.90226317,,,,
Gujarat,SURENDRANAGAR,2011,Kharif     ,Cotton(lint),477200,1714900,99.69850907,40.8783467,199.0029636,5.733381315,27.24838158,,,,
Gujarat,SURENDRANAGAR,2012,Kharif     ,Cotton(lint),369100,443500,117.5822444,43.32455279,198.2571209,5.675749428,28.58064466,,,,
Gujarat,TAPI,2008,Kharif     ,Cotton(lint),5000,10700,115.2148265,42.22109077,199.2618247,5.822538264,29.90165694,,,,
Gujarat,TAPI,2009,Kharif     ,Cotton(lint),4000,5300,101.991007,46.90030386,196.8800026,5.851886856,27.01773255,,,,
Gujarat,TAPI,2010,Kharif     ,Cotton(lint),4300,7600,109.1329629,45.67254032,198.2723473,5.975942941,28.65918961,,,,
Gujarat,TAPI,2011,Kharif     ,Cotton(lint),14000,44700,125.9088452,51.05920294,200.0939987,5.571322232,24.63606607,,,,
Gujarat,TAPI,2012,Kharif     ,Cotton(lint),8900,11200,110.3788054,40.29842404,198.1908028,5.784998222,25.9649267,,,,
Gujarat,VADODARA,1997,Whole Year ,Cotton(lint),149800,246100,123.2505398,46.28261289,197.5374823,5.77954428,26.21989991,,,,
Gujarat,VADODARA,1998,Kharif     ,Cotton(lint),177000,368000,111.1395061,46.71631704,198.6356429,5.629220005,25.41468685,,,,
Gujarat,VADODARA,1999,Kharif     ,Cotton(lint),178000,289400,116.5720117,48.44059682,198.7934369,6.154934253,25.52009883,,,,
Gujarat,VADODARA,2000,Kharif     ,Cotton(lint),157700,173500,108.1281858,48.83637606,198.203453,6.139401074,26.02459001,,,,
Gujarat,VADODARA,2001,Kharif     ,Cotton(lint),178100,158400,115.0821896,47.44476717,199.1604256,5.699485048,25.07409264,,,,
Gujarat,VADODARA,2002,Kharif     ,Cotton(lint),158400,243800,110.8464636,50.6707692,195.25853,5.768941876,26.62892801,,,,
Gujarat,VADODARA,2003,Kharif     ,Cotton(lint),158100,316400,135.1050704,47.14041109,198.4487755,6.091595322,26.67972882,,,,
Gujarat,VADODARA,2004,Kharif     ,Cotton(lint),172800,449900,123.7743929,42.3241653,198.3682871,5.902118997,24.92727937,,,,
Gujarat,VADODARA,2005,Kharif     ,Cotton(lint),178100,463900,120.6545586,41.68105745,199.0093442,5.999471475,23.01400098,,,,
Gujarat,VADODARA,2006,Kharif     ,Cotton(lint),185200,415300,125.4372963,53.55942733,197.0026551,5.44774375,27.30091653,,,,
Gujarat,VADODARA,2007,Kharif     ,Cotton(lint),173400,456200,117.3351756,42.62961734,199.4650082,5.997620138,26.79523299,,,,
Gujarat,VADODARA,2008,Kharif     ,Cotton(lint),166500,554300,109.2488936,46.67826161,199.2583376,5.597434597,25.38413178,,,,
Gujarat,VADODARA,2009,Kharif     ,Cotton(lint),162100,556000,111.352132,40.91893737,197.9952979,6.153646569,25.46530995,,,,
Gujarat,VADODARA,2010,Kharif     ,Cotton(lint),166300,661600,107.9185886,46.53225151,198.5123284,5.883534714,23.18958318,,,,
Gujarat,VADODARA,2011,Kharif     ,Cotton(lint),196900,639000,121.0366017,42.9140398,200.3805558,5.708744282,23.30635925,,,,
Gujarat,VADODARA,2012,Kharif     ,Cotton(lint),203800,844700,112.7794104,45.05471781,197.7339557,6.222253771,21.71506024,,,,
Gujarat,AHMADABAD,1997,Kharif     ,Dry chillies,700,700,20.14038952,2.99818855,17.12705165,6.131531559,21.95270281,,,,
Gujarat,AHMADABAD,1999,Whole Year ,Dry chillies,200,200,20.95999912,2.998856331,15.59122672,6.481001651,22.58707968,,,,
Gujarat,AHMADABAD,2001,Whole Year ,Dry chillies,100,100,20.79861184,3.001504346,13.85169737,5.042149034,18.82505977,,,,
Gujarat,AHMADABAD,2003,Whole Year ,Dry chillies,100,100,20.02123415,2.99776851,15.58947876,6.352806362,21.93444473,,,,
Gujarat,AHMADABAD,2005,Whole Year ,Dry chillies,500,400,19.91243992,2.989789917,13.19837704,6.333223792,24.39874641,,,,
Gujarat,AHMADABAD,2006,Whole Year ,Dry chillies,200,200,20.19958599,2.989091296,15.54104402,6.28447212,18.2909853,,,,
Gujarat,AHMADABAD,2007,Whole Year ,Dry chillies,500,500,21.03214676,3.001965945,16.73754761,6.305422949,19.24700912,,,,
Gujarat,AHMADABAD,2008,Whole Year ,Dry chillies,100,100,19.91533934,3.016702212,13.34392136,5.523685005,21.90539762,,,,
Gujarat,AHMADABAD,2009,Whole Year ,Dry chillies,400,400,21.01611765,2.996434114,16.36924531,5.510886064,24.8934964,,,,
Gujarat,AMRELI,1997,Kharif     ,Dry chillies,400,200,20.54348995,3.002956817,15.69806133,6.467377979,23.5395512,,,,
Gujarat,AMRELI,1998,Whole Year ,Dry chillies,300,300,21.27243469,2.999821936,14.72829087,6.430847318,20.75281383,,,,
Gujarat,AMRELI,1999,Whole Year ,Dry chillies,200,100,19.88480197,2.991728386,13.81744011,6.200728229,20.89789887,,,,
Gujarat,AMRELI,2000,Whole Year ,Dry chillies,200,100,20.88908612,2.991135568,14.94744073,5.43877932,22.0289172,,,,
Gujarat,AMRELI,2001,Whole Year ,Dry chillies,100,100,19.82291323,3.004768987,14.35467101,6.561347197,20.80391233,,,,
Gujarat,AMRELI,2002,Whole Year ,Dry chillies,300,300,19.74285324,2.999191559,14.11532809,7.194753104,21.84016474,,,,
Gujarat,AMRELI,2003,Whole Year ,Dry chillies,300,200,20.27887906,2.986663511,16.47959907,6.021710974,20.59686236,,,,
Gujarat,AMRELI,2004,Whole Year ,Dry chillies,300,300,21.49704434,3.006552827,13.14747304,6.294873199,22.93618261,,,,
Gujarat,AMRELI,2005,Whole Year ,Dry chillies,100,100,20.84421407,3.033709954,14.48861178,6.5377159,21.29595565,,,,
Gujarat,AMRELI,2006,Whole Year ,Dry chillies,200,200,19.44700859,2.997014374,15.01730193,6.063197455,20.18470937,,,,
Gujarat,AMRELI,2007,Whole Year ,Dry chillies,100,100,19.57611875,2.99976013,13.94522591,5.770473166,23.37398527,,,,
Gujarat,AMRELI,2008,Whole Year ,Dry chillies,100,100,19.61572373,2.996206019,14.97402475,6.046829405,21.81898334,,,,
Gujarat,AMRELI,2009,Whole Year ,Dry chillies,100,100,19.33159817,2.990257407,15.97787889,6.349387655,19.3342523,,,,
Gujarat,AMRELI,2010,Whole Year ,Dry chillies,100,100,21.99503156,2.986124038,15.90094133,5.929341301,21.06547923,,,,
Gujarat,AMRELI,2011,Whole Year ,Dry chillies,100,100,20.38008303,3.01208521,14.85286143,6.507037517,21.98291387,,,,
Gujarat,ANAND,2003,Whole Year ,Dry chillies,900,900,20.18249158,3.009084239,16.88198712,4.900032808,20.20729733,,,,
Gujarat,ANAND,2004,Whole Year ,Dry chillies,1400,1700,21.09680079,3.009993155,15.13271173,6.505748806,19.30163182,,,,
Gujarat,ANAND,2005,Whole Year ,Dry chillies,1500,1500,19.739741,2.986058961,15.49730544,6.477368441,24.71136382,,,,
Gujarat,ANAND,2006,Whole Year ,Dry chillies,1700,1700,20.2292082,3.007082796,15.95679467,5.702259732,19.27145125,,,,
Gujarat,ANAND,2007,Whole Year ,Dry chillies,1400,1400,19.66487601,2.993084833,15.32689997,5.913439953,22.47991653,,,,
Gujarat,ANAND,2008,Whole Year ,Dry chillies,1700,1600,20.46497359,2.999987521,14.36713359,6.299083204,22.48415015,,,,
Gujarat,ANAND,2009,Whole Year ,Dry chillies,1600,1600,19.83136577,3.001060232,15.61496382,5.462390116,22.88080876,,,,
Gujarat,ANAND,2010,Whole Year ,Dry chillies,2100,2300,19.38283177,2.986727022,16.61558378,6.925512541,22.42769176,,,,
Gujarat,ANAND,2011,Whole Year ,Dry chillies,2200,2300,19.35599056,2.994404745,15.31541323,5.721583908,21.58885949,,,,
Gujarat,ANAND,2012,Whole Year ,Dry chillies,3800,4100,20.60139544,3.001663459,15.54625541,6.513007844,23.4336883,,,,
Gujarat,BANAS KANTHA,1997,Kharif     ,Dry chillies,1500,1800,21.21053754,2.984991809,15.54262773,5.976084427,23.27197241,,,,
Gujarat,BANAS KANTHA,1998,Whole Year ,Dry chillies,1600,2200,19.70776951,3.002657556,15.71637224,5.882432226,23.92180521,,,,
Gujarat,BANAS KANTHA,1999,Whole Year ,Dry chillies,1500,1700,19.64092059,3.000327259,14.2064756,6.331496851,23.4117592,,,,
Gujarat,BANAS KANTHA,2000,Whole Year ,Dry chillies,1100,1300,20.49319829,2.996708381,15.07891612,5.926582175,22.23210663,,,,
Gujarat,BANAS KANTHA,2001,Whole Year ,Dry chillies,600,800,20.41144584,3.003362318,15.61541008,5.129910885,22.82390368,,,,
Gujarat,BANAS KANTHA,2002,Whole Year ,Dry chillies,400,500,20.7537492,3.002196717,12.92381124,4.809648818,22.20578825,,,,
Gujarat,BANAS KANTHA,2003,Whole Year ,Dry chillies,400,500,18.46842482,3.009283879,13.41752573,6.376577088,25.15147582,,,,
Gujarat,BANAS KANTHA,2004,Whole Year ,Dry chillies,100,100,17.54639552,3.001071308,16.22078639,7.07924848,21.37083655,,,,
Gujarat,BANAS KANTHA,2005,Whole Year ,Dry chillies,200,200,20.44036655,3.026420665,15.39031703,4.817815241,19.7291855,,,,
Gujarat,BANAS KANTHA,2006,Whole Year ,Dry chillies,300,300,21.05575848,3.012007316,15.08744225,6.354351381,21.4098368,,,,
Gujarat,BANAS KANTHA,2007,Whole Year ,Dry chillies,600,600,20.8157609,3.018551887,15.27769723,5.005663883,20.89687702,,,,
Gujarat,BANAS KANTHA,2008,Whole Year ,Dry chillies,400,400,20.14787316,3.004831681,13.9667396,6.5455863,23.09370792,,,,
Gujarat,BANAS KANTHA,2009,Whole Year ,Dry chillies,700,700,19.79546363,2.998805827,13.61448966,5.623627661,16.98175028,,,,
Gujarat,BANAS KANTHA,2010,Whole Year ,Dry chillies,600,700,19.81074744,2.993966671,18.0043675,5.090543835,22.96971618,,,,
Gujarat,BANAS KANTHA,2011,Whole Year ,Dry chillies,600,500,20.64044026,2.999190999,14.75102769,6.123047559,24.92767358,,,,
Gujarat,BANAS KANTHA,2012,Whole Year ,Dry chillies,500,500,18.49310336,3.000570956,15.6022106,6.465679928,22.74793049,,,,
Gujarat,BHARUCH,1997,Kharif     ,Dry chillies,300,300,18.43385272,3.008499947,13.98386027,6.182543034,22.17854627,,,,
Gujarat,BHARUCH,1998,Whole Year ,Dry chillies,600,500,22.29508457,3.00050368,12.32762725,6.048571878,19.64962145,,,,
Gujarat,BHARUCH,1999,Whole Year ,Dry chillies,100,100,18.83476664,2.989854064,15.42065818,6.491603171,21.84979926,,,,
Gujarat,BHARUCH,2000,Whole Year ,Dry chillies,100,100,21.18741626,3.013469102,14.22040294,6.082782065,20.7353183,,,,
Gujarat,BHARUCH,2001,Whole Year ,Dry chillies,400,300,20.58584239,2.998329789,15.11561773,6.1522035,17.33175942,,,,
Gujarat,BHARUCH,2002,Whole Year ,Dry chillies,100,100,20.28743257,2.986223642,17.29077358,5.339495577,18.66030341,,,,
Gujarat,BHARUCH,2003,Whole Year ,Dry chillies,100,100,21.43278667,3.001882827,13.91251732,5.173403512,20.6184051,,,,
Gujarat,BHARUCH,2007,Whole Year ,Dry chillies,100,100,19.58570819,2.993773823,15.05815001,6.572951445,19.08187681,,,,
Gujarat,BHARUCH,2009,Whole Year ,Dry chillies,100,100,22.01479627,3.003918423,13.88723713,5.819906083,24.77630478,,,,
Gujarat,BHAVNAGAR,1997,Kharif     ,Dry chillies,600,400,20.22261583,3.002914604,13.62646183,6.156538254,24.41107884,,,,
Gujarat,BHAVNAGAR,1998,Whole Year ,Dry chillies,200,100,20.56958194,3.010263165,16.37261902,6.849875519,20.35115084,,,,
Gujarat,BHAVNAGAR,1999,Whole Year ,Dry chillies,300,300,19.13469941,2.973778977,16.39558177,6.014777973,24.99888083,,,,
Gujarat,BHAVNAGAR,2000,Whole Year ,Dry chillies,200,100,21.16269913,3.037653098,15.46204355,6.245516323,22.66427881,,,,
Gujarat,BHAVNAGAR,2001,Whole Year ,Dry chillies,400,300,20.23970626,3.014717847,15.34383791,7.477058657,23.60582962,,,,
Gujarat,BHAVNAGAR,2002,Whole Year ,Dry chillies,500,400,21.68980532,2.994813501,14.71210444,4.658115754,24.38935487,,,,
Gujarat,BHAVNAGAR,2003,Whole Year ,Dry chillies,300,300,20.09458318,2.999962697,14.83567833,5.645800574,20.91554448,,,,
Gujarat,BHAVNAGAR,2004,Whole Year ,Dry chillies,100,,20.68963199,3.00766071,15.94415521,5.752982402,22.47160626,,,,
Gujarat,BHAVNAGAR,2005,Whole Year ,Dry chillies,200,200,20.67515478,3.003289486,13.86319916,5.912324994,23.42819071,,,,
Gujarat,BHAVNAGAR,2007,Whole Year ,Dry chillies,100,100,19.21969299,2.988981607,14.60809625,6.116211688,26.81941391,,,,
Gujarat,BHAVNAGAR,2008,Whole Year ,Dry chillies,200,200,20.20814961,3.013079357,14.93392752,5.909938178,22.17113282,,,,
Gujarat,BHAVNAGAR,2009,Whole Year ,Dry chillies,200,200,21.82108324,3.000470415,15.0693029,5.944319391,25.07341109,,,,
Gujarat,DANG,1998,Whole Year ,Dry chillies,100,,20.47908252,3.004009252,14.28722273,5.835039445,19.45718697,,,,
Gujarat,DANG,1999,Whole Year ,Dry chillies,100,,19.56327215,2.988494383,16.59146411,5.598250633,23.95388039,,,,
Gujarat,DANG,2000,Whole Year ,Dry chillies,100,100,21.47897525,3.005272321,12.07610226,6.062411693,23.85822351,,,,
Gujarat,DANG,2001,Whole Year ,Dry chillies,100,,21.56921808,2.983529727,14.85849916,5.299233991,24.57237188,,,,
Gujarat,DANG,2002,Whole Year ,Dry chillies,100,,18.76922511,3.005984302,15.23786308,5.98079694,21.86845917,,,,
Gujarat,DOHAD,2003,Whole Year ,Dry chillies,500,300,20.66794518,2.989485215,15.28603548,5.223368828,17.90597001,,,,
Gujarat,DOHAD,2004,Whole Year ,Dry chillies,400,200,18.829104,2.98215637,16.23932823,6.386461618,25.81113253,,,,
Gujarat,DOHAD,2005,Whole Year ,Dry chillies,200,200,20.60667281,2.990897781,13.59466396,6.305200678,21.96953479,,,,
Gujarat,DOHAD,2006,Whole Year ,Dry chillies,100,100,21.5212847,3.016037086,14.27158555,5.901631513,20.76685188,,,,
Gujarat,GANDHINAGAR,1997,Kharif     ,Dry chillies,900,1000,17.9133217,3.005597259,13.83289247,7.040055792,23.54570864,,,,
Gujarat,GANDHINAGAR,1998,Whole Year ,Dry chillies,500,800,21.00795719,3.013560424,14.12681699,5.563150697,19.98908838,,,,
Gujarat,GANDHINAGAR,1999,Whole Year ,Dry chillies,700,1100,19.71637975,3.002071567,16.72643291,6.091512711,23.94777417,,,,
Gujarat,GANDHINAGAR,2000,Whole Year ,Dry chillies,1200,1500,18.96855431,2.99452127,14.68000632,6.323082397,24.84469303,,,,
Gujarat,GANDHINAGAR,2001,Whole Year ,Dry chillies,1000,1500,21.13395637,3.004934098,14.08778021,6.407826225,20.95826733,,,,
Gujarat,GANDHINAGAR,2002,Whole Year ,Dry chillies,1100,1000,20.67360609,2.994260719,13.14467365,5.784259296,20.07411231,,,,
Gujarat,GANDHINAGAR,2003,Whole Year ,Dry chillies,1000,1200,19.2739872,2.975513437,15.52228632,6.310097897,23.06699264,,,,
Gujarat,GANDHINAGAR,2004,Whole Year ,Dry chillies,100,100,19.1219964,3.01063267,15.18098368,6.949346264,23.69037461,,,,
Gujarat,GANDHINAGAR,2006,Whole Year ,Dry chillies,100,100,21.22887487,2.997968525,14.19081127,5.35065288,23.9051457,,,,
Gujarat,GANDHINAGAR,2007,Whole Year ,Dry chillies,400,400,20.09157387,2.999348222,15.12193081,6.367103495,21.51469625,,,,
Gujarat,GANDHINAGAR,2008,Whole Year ,Dry chillies,100,100,19.46419448,3.016700364,16.39470223,6.519630422,24.64626,,,,
Gujarat,GANDHINAGAR,2009,Whole Year ,Dry chillies,300,300,20.69429427,3.011156002,13.57825977,5.466973234,25.46712796,,,,
Gujarat,JAMNAGAR,1997,Kharif     ,Dry chillies,2100,1700,21.22770007,3.000870041,14.81262051,6.072706017,24.82969757,,,,
Gujarat,JAMNAGAR,1998,Whole Year ,Dry chillies,4500,4400,20.38790952,3.004945439,14.17657447,5.777444345,22.36202482,,,,
Gujarat,JAMNAGAR,1999,Whole Year ,Dry chillies,1600,400,18.65135402,2.982862997,15.0909508,6.185083265,24.32824277,,,,
Gujarat,JAMNAGAR,2000,Whole Year ,Dry chillies,700,100,21.83701898,2.990740988,14.96638892,5.239721784,20.70995695,,,,
Gujarat,JAMNAGAR,2001,Whole Year ,Dry chillies,1100,300,19.87259511,3.017136711,16.30476689,6.041368537,18.69192824,,,,
Gujarat,JAMNAGAR,2002,Whole Year ,Dry chillies,1100,500,20.8054806,3.009111886,16.00987406,6.337570824,22.45424001,,,,
Gujarat,JAMNAGAR,2003,Whole Year ,Dry chillies,400,100,19.63843733,2.996600506,13.65282974,6.469328193,23.39658433,,,,
Gujarat,JAMNAGAR,2004,Whole Year ,Dry chillies,400,100,22.425947,3.010622497,15.42231777,5.610094233,26.9246093,,,,
Gujarat,JAMNAGAR,2005,Whole Year ,Dry chillies,100,100,19.78080135,3.005310768,16.39657955,5.9456973,24.83590232,,,,
Gujarat,JAMNAGAR,2006,Whole Year ,Dry chillies,800,500,19.73975945,2.99961467,15.12498731,6.438530707,20.82189406,,,,
Gujarat,JAMNAGAR,2007,Whole Year ,Dry chillies,500,300,19.7175326,2.999682105,13.69428394,7.069471254,25.54001337,,,,
Gujarat,JAMNAGAR,2008,Whole Year ,Dry chillies,1200,800,22.00128039,2.995261027,15.60570144,6.933667188,25.88170458,,,,
Gujarat,JAMNAGAR,2009,Whole Year ,Dry chillies,1100,900,20.62424374,3.001249427,15.64733787,5.440420091,18.78458084,,,,
Gujarat,JAMNAGAR,2010,Whole Year ,Dry chillies,1200,200,19.8523982,3.003772813,16.41558191,5.678876863,24.83997168,,,,
Gujarat,JAMNAGAR,2011,Whole Year ,Dry chillies,1200,900,20.80415681,3.004159975,15.85939319,5.268567652,22.777216,,,,
Gujarat,JUNAGADH,1997,Kharif     ,Dry chillies,200,300,20.31694205,3.001474933,13.27544676,5.443921428,22.27172366,,,,
Gujarat,JUNAGADH,1998,Whole Year ,Dry chillies,100,100,18.31867313,3.008283548,14.47331005,6.056595242,20.83093293,,,,
Gujarat,JUNAGADH,1999,Whole Year ,Dry chillies,200,200,18.79123731,3.010208936,16.75950654,6.223029166,25.02864071,,,,
Gujarat,JUNAGADH,2000,Whole Year ,Dry chillies,100,100,20.08623701,2.987714151,13.03598145,5.3145767,21.10062768,,,,
Gujarat,JUNAGADH,2001,Whole Year ,Dry chillies,200,100,20.16886557,3.006088385,14.41175463,5.350448151,21.25581083,,,,
Gujarat,JUNAGADH,2002,Whole Year ,Dry chillies,100,100,19.87675742,3.004342073,14.69442424,5.16597888,21.36554446,,,,
Gujarat,JUNAGADH,2005,Whole Year ,Dry chillies,100,100,19.30960279,2.985523804,14.7477119,5.903111886,21.76423713,,,,
Gujarat,JUNAGADH,2006,Whole Year ,Dry chillies,100,100,18.78102688,2.986925811,13.97422687,6.139650556,22.12268623,,,,
Gujarat,JUNAGADH,2007,Whole Year ,Dry chillies,300,300,22.54443067,2.991960547,14.76999801,6.074485546,21.11167988,,,,
Gujarat,JUNAGADH,2008,Whole Year ,Dry chillies,100,100,18.53213566,3.012298712,16.95041106,5.923302789,21.62654086,,,,
Gujarat,JUNAGADH,2009,Whole Year ,Dry chillies,100,100,18.93164415,3.004386007,15.51922005,6.100803069,20.82904004,,,,
Gujarat,JUNAGADH,2010,Whole Year ,Dry chillies,300,300,20.66101326,3.010100009,14.7870883,6.564382804,21.54136852,,,,
Gujarat,JUNAGADH,2011,Whole Year ,Dry chillies,300,200,19.07583992,2.993353184,14.57353708,6.872469151,22.29082426,,,,
Gujarat,JUNAGADH,2012,Whole Year ,Dry chillies,100,100,20.02906403,3.001163227,15.78806663,5.909846046,21.02442208,,,,
Gujarat,KACHCHH,1997,Kharif     ,Dry chillies,200,200,20.38365613,2.994507303,12.80915955,6.963477607,20.62038802,,,,
Gujarat,KACHCHH,1998,Whole Year ,Dry chillies,200,200,17.88431487,2.990461312,15.64487485,5.742414259,25.1328874,,,,
